都道府県名,測量地域,測量目的,測量種別,縮尺・等級,事業量,測量計画機関（助言番号）,測量作業機関,実施時期
宮城県,"七ケ浜町,",総合計画,"修正測量,写真地図作成(デジタルオルソ)","2500,,2500","13.19KM2,13.19KM2","宮城県七ヶ浜町 
助言　　　H27.10.2  B0158",株式会社パスコ,"H27.9.14 
H28.3.31"
宮城県,"富谷町,仙台市,",道路管理,"基準点測量,基準点測量","２級,,３級","14point,2point","東北地方整備局仙台河川国道
事務所 
助言　　　H27.10.2  B0159","復建技術・ダイワ技術設
計共同体","H27.9.30 
H28.2.29"
宮城県,"空白,",砂防計画,数値図化,2500,41.99KM2,"宮城県 
助言　　　H27.10.29  B0160",アジア航測株式会社,"H27.7.31 
H28.3.25"
宮城県,"南三陸町,",その他,"基準点測量,基準点測量","３級,,４級","4point,48point","宮城県南三陸町 
助言　　　H27.10.5  B0164",株式会社オオバ,"H27.10.1 
H28.12.20"
宮城県,"涌谷町,大崎市,東松島市,栗原市,気仙沼市,",道路計画,"基準点測量,基準点測量","２級,,３級","2point,8point","東北地方整備局仙台河川国道
事務所 
助言　　　H27.10.7  B0167",株式会社近代設計,"H27.8.11 
H28.2.29"
宮城県,"石巻市,",固定資産,"数値撮影(デジタル),同時調整","16.4,,1000","554.5KM2,554.5KM2","宮城県石巻市 
助言　　　H27.10.9  B0172",朝日航洋株式会社,"H27.10.7 
H28.3.28"
宮城県,"岩沼市,",土地改良,"復旧測量(基準点),復旧測量(基準点),基準点測量,基準点測量,基準点測量","座標補正２級,,座標補正３級,,２級,,３級,,４級","4point,6point,2point,15point,126point","宮城県仙台地方振興事務所 
助言　　　H27.10.14  B0175",株式会社大江設計,"H27.9.28 
H28.3.25"
宮城県,"仙台市,",基準点管理,復旧測量(基準点),３級,1point,"宮城県仙台市 
助言　　　H27.10.16  B0178","佐野コンサルタンツ株式
会社","H27.9.24 
H27.10.30"
宮城県,"岩沼市,",土地改良,"復旧測量(基準点),復旧測量(基準点),基準点測量,基準点測量,基準点測量","座標補正２級,,座標補正３級,,２級,,３級,,４級","3point,10point,2point,26point,288point","宮城県仙台地方振興事務所 
助言　　　H27.10.16  B0180",株式会社仙台土木設計,"H27.7.30 
H28.3.25"
宮城県,"大崎市,",土地改良,"基準点測量,基準点測量","３級,,４級","42point,238point","宮城県北部地方振興事務所 
助言　　　H27.10.22  B0188","株式会社古川測量設計
事務所","H27.9.18 
H28.3.28"
宮城県,"名取市,",総合計画,"同時調整,修正測量,MMS計測","2500,,2500,,500","97.76KM2,97.76KM2,600km","宮城県名取市 
助言　　　H27.11.4  B0199",国際航業株式会社,"H27.9.15 
H28.3.31"
宮城県,"栗原市,",土地改良,復旧測量(基準点),座標補正２級,11point,"宮城県北部地方振興事務所 
助言　　　H27.11.4  B0202",岩倉測量設計株式会社,"H27.8.6 
H28.3.25"
宮城県,"大崎市,",その他,"航空レーザ測量,数値撮影(デジタル),数値図化(同時調整含む)","1000,,20,,2500","28.92KM2,28.92KM2,28.92KM2","東北地方整備局鳴子ダム管理
所 
助言　　　H27.11.5  B0205",国際航業株式会社,"H27.10.26 
H28.2.19"
宮城県,"仙台市,",その他,"基準点測量,基準点測量","２級,,４級","4point,270point","法務省仙台法務局 
助言　　　H27.11.5  B0207",有限会社ワイズ測量,"H27.12.1 
H28.2.29"
宮城県,"仙台市,",その他,"基準点測量,基準点測量","３級,,４級","20point,338point","法務省仙台法務局 
助言　　　H27.11.20  B0227",有限会社グランテック,"H27.12.1 
H28.2.29"
宮城県,"大崎市,",道路管理,"数値図化,修正測量","1000,,1000","0.07KM2,2.68KM2","宮城県大崎市 
助言　　　H27.12.1  B0231",国際航業株式会社,"H27.11.20 
H28.3.18"
宮城県,"仙台市,",基準点管理,復旧測量(基準点),３級,1point,"宮城県仙台市 
助言　　　H27.12.8  B0241",株式会社センシン技術,"H27.12.15 
H28.3.31"
宮城県,"東松島市,",土地改良,"基準点測量,基準点測量","３級,,４級","11point,65point","宮城県東部地方振興事務所 
助言　　　H27.12.9  B0244","株式会社佐藤土木測量
設計事務所","H27.11.5 
H28.3.25"
宮城県,"岩沼市,",土地改良,"基準点測量,基準点測量,基準点測量","２級,,３級,,４級","12point,27point,232point","宮城県仙台地方振興事務所 
助言　　　H27.12.10  B0246",株式会社丹野測量設計,"H27.12.8 
H28.3.25"
宮城県,"岩沼市,",土地改良,"基準点測量,基準点測量,基準点測量","２級,,３級,,４級","6point,38point,198point","宮城県仙台地方振興事務所 
助言　　　H27.12.10  B0247",株式会社北振技研,"H27.12.8 
H28.3.25"
宮城県,"仙台市,",基準点管理,"復旧測量(基準点),復旧測量(基準点),復旧測量(基準点)","標高補正１級,,標高補正２級,,標高補正３級","41point,429point,3496point","宮城県仙台市 
助言　　　H27.12.11  B0251","株式会社秋元技術コン
サルタンツ","H27.12.15 
H28.3.15"
宮城県,"大崎市,栗原市,登米市,気仙沼市,石巻市,",道路管理,"基準点測量,復旧測量(基準点),数値図化,MMS計測","３級,,２級,,500,,500","5point,2point,0.2KM2,3.5km","東北地方整備局仙台河川国道
事務所 
助言　　　H27.12.22  B0253","株式会社ダイワ技術
サービス 
株式会社アスコ","H27.7.28 
H28.2.29"
宮城県,"名取市,",土地改良,"復旧測量(基準点),基準点測量,基準点測量,基準点測量","標高補正２級,,２級,,４級,,３級","17point,6point,272point,38point","宮城県仙台地方振興事務所 
助言　　　H28.1.6  B0258",株式会社大江設計,"H27.12.28 
H28.3.25"
宮城県,"気仙沼市,",地盤変動調査,水準測量,１級,13.956km,"宮城県気仙沼市 
助言　　　H28.1.7  B0260",株式会社八州,"H27.12.18 
H28.3.28"
宮城県,"山元町,仙台市,",道路計画,"基準点測量,基準点測量,基準点測量,現地測量(数値地形図作成),路線測量","２級,,３級,,４級,,500,,","1point,6point,23point,0.055KM2,1.38km","東北地方整備局仙台河川国道
事務所 
助言　　　H28.1.7  B0261",株式会社近代設計,"H27.10.16 
H28.3.25"
宮城県,"東松島市,",土地改良,"基準点測量,基準点測量,基準点測量","２級,,３級,,４級","6point,21point,119point","宮城県東部地方振興事務所 
助言　　　H28.1.12  B0262",株式会社北振技研,"H27.11.11 
H28.3.25"
宮城県,"石巻市,",総合計画,"修正測量,数値図化","2500,,10000","554.5KM2,640KM2","宮城県石巻市 
助言　　　H28.1.12  B0263",株式会社エイテック,"H27.9.14 
H28.3.31"
宮城県,"仙台市,",基準点管理,"復旧測量(基準点),復旧測量(基準点)","２級,,３級","1point,4point","宮城県仙台市 
助言　　　H28.1.15  B0266","株式会社復建技術コン
サルタント","H28.1.18 
H28.3.31"
宮城県,"仙台市,",基準点管理,復旧測量(基準点),３級,2point,"宮城県仙台市水道局 
助言　　　H28.1.15  B0267","佐野コンサルタンツ株式
会社","H28.1.10 
H28.3.15"
宮城県,"仙台市,",道路計画,"数値撮影(デジタル),数値図化(同時調整含む)","16,,1000","16KM2,0.43KM2","宮城県仙台市 
助言　　　H28.1.15  B0268",株式会社ＧＩＳ東北,"H28.1.14 
H28.3.18"
宮城県,"川崎町,",その他,"基準点測量,基準点測量","２級,,３級","5point,84point","東北地方整備局釜房ダム管理
所 
助言　　　H28.1.19  B0270",朝日航洋株式会社,"H28.1.18 
H28.2.29"
宮城県,"名取市,",土地改良,"復旧測量(基準点),基準点測量,基準点測量,基準点測量","標高補正２級,,２級,,４級,,３級","13point,4point,287point,39point","宮城県仙台地方振興事務所 
助言　　　H28.1.26  B0272",株式会社サトー技建,"H28.1.19 
H28.3.25"
宮城県,"岩沼市,",土地改良,"復旧測量(基準点),復旧測量(基準点),基準点測量,基準点測量,基準点測量","標高補正２級,,標高補正３級,,２級,,３級,,４級","5point,2point,2point,9point,179point","宮城県仙台地方振興事務所 
助言　　　H28.2.2  B0273",株式会社渡工測量設計,"H27.9.14 
H28.3.25"
宮城県,"仙台市,",基準点管理,復旧測量(基準点),３級,1point,"宮城県仙台市 
助言　　　H28.1.26  B0278","株式会社秋元技術コン
サルタンツ","H28.2.1 
H28.3.31"
宮城県,"岩沼市,",土地改良,"復旧測量(基準点),復旧測量(基準点),基準点測量,基準点測量","標高補正２級,,標高補正３級,,３級,,４級","5point,2point,8point,143point","宮城県仙台地方振興事務所 
助言　　　H28.2.2  B0282",株式会社ウイル,"H27.9.14 
H28.3.25"
宮城県,"仙台市,",土地区画整理,"基準点測量,基準点測量,水準測量,水準測量","３級,,４級,,３級,,４級","8point,161point,9.8km,8.7km","仙台市荒井東土地区画整理組
合 
助言　　　H28.2.2  B0283","株式会社国際開発コン
サルタンツ","H28.2.1 
H29.3.31"
宮城県,"仙台市,",基準点管理,復旧測量(基準点),３級,1point,"宮城県仙台市水道局 
助言　　　H28.2.2  B0284","株式会社秋元技術コン
サルタンツ","H28.2.5 
H28.3.31"
宮城県,"七ケ浜町,",土地区画整理,基準点測量,３級,4point,"宮城県七ヶ浜町 
助言　　　H28.2.2  B0285","玉野総合コンサルタント
株式会社","H28.2.1 
H28.3.31"
宮城県,"石巻市,",道路計画,基準点測量,２級,2point,"宮城県東部土木事務所 
助言　　　H28.2.3  B0286","株式会社建設環境研究
所","H28.2.3 
H28.3.25"
宮城県,"南三陸町,",その他,"基準点測量,基準点測量,用地測量","３級,,４級","6point,118point,0.142KM2","宮城県南三陸町 
助言　　　H28.2.4  B0287",株式会社ミカミ,"H28.2.1 
H28.12.25"
宮城県,"仙台市,",基準点管理,復旧測量(基準点),３級,1point,"宮城県仙台市 
助言　　　H28.2.5  B0288","有限会社三浦測量設計
事務所","H28.2.1 
H28.2.25"
宮城県,"登米市,",河川計画,"基準点測量,基準点測量,現地測量(数値地形図作成)","２級,,４級,,500","5point,25point,0.05KM2","宮城県東部土木事務所 
助言　　　H28.2.8  B0291","サンコーコンサルタント株
式会社","H27.12.11 
H28.3.25"
宮城県,"気仙沼市,",都市計画,"復旧測量(基準点),基準点測量,用地測量,基準点測量","標高改測２級,,３級,,,,４級","1point,10point,0.314KM2,145point","宮城県気仙沼市 
助言　　　H28.2.16  B0296",アジア航測株式会社,"H28.2.15 
H29.3.31"
宮城県,"仙台市,",土地区画整理,"復旧測量(基準点),復旧測量(基準点),基準点測量,水準測量","標高補正２級,,標高補正３級,,４級,,３級","2point,6point,87point,19.2km","仙台市茂庭土地区画整理組合 
助言　　　H28.2.18  B0297   ",株式会社中村設計,"H26.6.23 
H28.10.31"
宮城県,"利府町,岩沼市,多賀城市,名取市,塩竈市,仙台市,",地盤変動調査,水準測量,１級,308.7km,"宮城県 
助言　　　H28.2.18  B0298","株式会社八州 
株式会社センシン技術 
本州測量設計株式会社","H27.7.13 
H28.2.26"
宮城県,"多賀城市,",基準点管理,"復旧測量(基準点),復旧測量(水準)","１級,,３級","1point,1.2km","宮城県多賀城市 
助言　　　H28.2.22  B0300",仙東技術株式会社,"H28.2.19 
H28.3.25"
宮城県,"空白,",砂防計画,数値図化,2500,40KM2,"宮城県 
助言　　　H28.2.29  B0302",アジア航測株式会社,"H28.1.22 
H28.3.25"
宮城県,"岩沼市,",基準点管理,"復旧測量(基準点),復旧測量(基準点)","２級,,３級","1point,1point","宮城県土地開発公社 
助言　　　H28.2.26  B0303",株式会社マドック,"H27.9.8 
H28.3.18"
宮城県,"仙台市,",基準点管理,復旧測量(基準点),３級,1point,"宮城県仙台市太白区長 
助言　　　H28.3.1  B0304","株式会社秋元技術コン
サルタンツ","H28.3.1 
H28.3.31"
宮城県,"岩沼市,",都市計画,"基準点測量,基準点測量,水準測量,現地測量(数値地形図作成)","３級,,４級,,３級,,500","10point,184point,9.4km,0.47KM2","宮城県岩沼市 
助言　　　H28.3.3  B0306",株式会社オオバ,"H28.3.4 
H28.3.31"
宮城県,"美里町,",土地改良,"基準点測量,基準点測量","３級,,４級","17point,107point","宮城県北部地方振興事務所 
助言　　　H28.3.7  B0308","株式会社古川測量設計
事務所","H28.2.23 
H28.8.31"
宮城県,"東松島市,",土地改良,"基準点測量,基準点測量","３級,,４級","11point,59point","宮城県東部地方振興事務所 
助言　　　H28.3.8  B0310",株式会社丹野測量設計,"H27.12.25 
H28.6.30"
宮城県,"石巻市,",土地区画整理,"基準点測量,基準点測量","３級,,４級","3point,83point","宮城県石巻市 
助言　　　H28.3.8  B0312",株式会社オオバ,"H28.3.7 
H29.9.29"
宮城県,"石巻市,",土地区画整理,"基準点測量,基準点測量","３級,,４級","3point,52point","宮城県石巻市 
助言　　　H28.3.8  B0313",株式会社オオバ,"H28.3.7 
H29.9.29"
宮城県,"大崎市,",固定資産,"数値撮影(デジタル),同時調整,写真地図作成(デジタルオルソ)","16,,1000,,1000","796.76KM2,796.76KM2,796.76KM2","宮城県大崎市 
助言　　　H28.3.10  B0314",株式会社パスコ,"H28.3.1 
H29.3.17"
宮城県,"栗原市,",土地改良,"復旧測量(基準点),基準点測量,基準点測量","標高補正２級,,３級,,４級","11point,8point,31point","宮城県北部地方振興事務所 
助言　　　H28.3.10  B0315",株式会社渡工測量設計,"H27.11.13 
H28.3.25"
宮城県,"栗原市,",土地改良,復旧測量(基準点),標高補正２級,23point,"宮城県北部地方振興事務所 
助言　　　H28.3.10  B0316",株式会社渡工測量設計,"H27.11.5 
H28.3.25"
宮城県,"利府町,",総合計画,"基準点測量,基準点測量,基準点測量,水準測量","２級,,３級,,４級,,３級","1point,2point,26point,0.6km","宮城県利府町 
助言　　　H28.3.16  B0319",柴田工事調査株式会社,"H28.3.22 
H28.12.9"
宮城県,"気仙沼市,",基準点管理,復旧測量(基準点),３級,1point,"宮城県気仙沼市 
助言　　　H28.3.16  B0320","倉測建設コンサルタント
株式会社","H28.3.1 
H28.3.31"
宮城県,"南三陸町,",固定資産,"数値撮影(デジタル),同時調整,写真地図作成(デジタルオルソ)","16,,1000,,1000","300KM2,300KM2,163.5KM2","宮城県南三陸町 
助言　　　H28.3.22  B0322",株式会社パスコ,"H28.3.15 
H28.8.31"
秋田県,"小坂町,",道路計画,"数値撮影(デジタル),数値図化(同時調整含む),水準測量","7,,1000,,３級","3.52KM2,1.34KM2,3.6km","秋田県鹿角地域振興局 
助言　　　H27.4.20  B0004",国際航業株式会社,"H27.3.20 
H27.8.31"
秋田県,"能代市,",固定資産,"数値撮影(デジタル),同時調整,写真地図作成(デジタルオルソ)","18,,1000,,1000","590.36KM2,590.36KM2,469.92KM2","秋田県能代市 
助言　　　H27.5.22  B0018","株式会社ナカノアイシス
テム","H27.5.8 
H28.3.31"
秋田県,"大仙市,",その他,"数値撮影(デジタル),数値撮影(デジタル),写真地図作成(デジタルオルソ),既成図数値化,同時調整,既成図数値化,数値図化,修正測量,地形図等成果の座標補正,地形図等成果の座標補正","8,,16,,1000,,500,,1000,,1000,,2500,,2500,,500,,1000","33KM2,1330.38KM2,955.2KM2,0.53KM2,1363.38KM2,13.08KM2,131.45KM2,169.45KM2,5.83KM2,130.8KM2","秋田県大仙市 
助言　　　H27.5.28  B0019","株式会社パスコ 
株式会社ナカノアイシス
テム","H27.4.21 
H29.3.27"
秋田県,"秋田市,",固定資産,"数値撮影(デジタル),同時調整,写真地図作成(デジタルオルソ)","16,,1000,,1000","402.68KM2,402.68KM2,260.16KM2","秋田県秋田市 
助言　　　H27.5.29  B0028",株式会社パスコ,"H27.5.15 
H28.3.31"
秋田県,"大仙市,",道路計画,基準点測量,２級,4point,"秋田県仙北地域振興局 
助言　　　H27.6.25  B0047","株式会社自然科学調査
事務所","H26.10.20 
H27.6.30"
秋田県,"由利本荘市,",ダム計画,"数値図化,地形図等成果の座標補正","1000,,1000","3.38KM2,3.38KM2","東北地方整備局鳥海ダム工事
事務所 
助言　　　H27.6.25  B0048",国際航業株式会社,"H27.6.6 
H27.11.2"
秋田県,"秋田市,",その他,"数値図化,水準測量","1000,,３級","0.24KM2,5.82km","秋田市上北手小山田土地改良
区 
助言　　　H27.6.30  B0049","株式会社ナカノアイシス
テム","H27.7.1 
H28.3.10"
秋田県,"秋田市,",都市計画,"数値図化,修正測量","2500,,2500","34.16KM2,81.12KM2","秋田県秋田市 
助言　　　H27.7.7  B0056","株式会社ナカノアイシス
テム","H27.7.13 
H28.1.29"
秋田県,"羽後町,湯沢市,",砂防計画,"数値図化,写真地図作成(デジタルオルソ)","2500,,2500","65.9KM2,158.3KM2","秋田県雄勝地域振興局 
助言　　　H27.7.15  B0061","株式会社ナカノアイシス
テム","H27.6.15 
H28.1.12"
秋田県,"北秋田市,",基準点管理,復旧測量(基準点),座標補正２級,6point,"秋田県北秋田市 
助言　　　H27.7.13  B0062",技苑コンサル株式会社,"H27.7.15 
H27.7.24"
秋田県,"秋田市,",土地改良,"数値図化,水準測量","1000,,３級","0.43KM2,4km","秋田県新城川土地改良区 
助言　　　H27.7.27  B0074","株式会社ナカノアイシス
テム","H27.7.13 
H28.3.11"
秋田県,"横手市,",土地改良,"数値図化,水準測量","1000,,３級","2.23KM2,9.2km","秋田県横手市 
助言　　　H27.7.28  B0078","株式会社ナカノアイシス
テム","H27.7.21 
H28.2.29"
秋田県,"男鹿市,潟上市,五城目町,井川町,",砂防計画,数値図化,2500,18.41KM2,"秋田県秋田地域振興局 
助言　　　H27.8.10  B0093","株式会社北日本朝日航
洋   ","H27.6.12 
H28.3.30"
秋田県,"秋田市,横手市,湯沢市,大仙市,",その他,"数値撮影(デジタル),同時調整","20,,2500","538.29KM2,538.29KM2","東北地方整備局湯沢河川国道
事務所 
助言　　　H27.8.11  B0096",株式会社パスコ,"H27.6.26 
H28.1.29"
秋田県,"横手市,",その他,航空レーザ測量,1000,6.13KM2,"東北地方整備局湯沢河川国道
事務所 
助言　　　H27.8.21  B0107",株式会社パスコ,"H27.8.3 
H28.1.29"
秋田県,"北秋田市,",道路計画,基準点測量,２級,5point,"東北地方整備局能代河川国道
事務所 
助言　　　H27.8.31  B0124",創和技術株式会社,"H27.8.21 
H27.12.10"
秋田県,"横手市,",砂防計画,"数値図化,写真地図作成(デジタルオルソ)","2500,,2500","11.46KM2,36.75KM2","秋田県平鹿地域振興局 
助言　　　H27.9.7  B0130",株式会社パスコ,"H27.6.5 
H27.12.11"
秋田県,"湯沢市,",道路計画,"基準点測量,基準点測量,現地測量(数値地形図作成),路線測量","２級,,４級,,500,,","10point,135point,0.865KM2,7.3km","東北地方整備局湯沢河川国道
事務所 
助言　　　H27.9.8  B0132",創和技術株式会社,"H27.6.17 
H28.2.29"
秋田県,"大仙市,",道路計画,"基準点測量,基準点測量,現地測量(数値地形図作成),路線測量","２級,,４級,,1000,,","4point,48point,0.104KM2,1.11km","秋田県仙北地域振興局 
助言　　　H27.9.9  B0135",有限会社 新興技術,"H27.8.10 
H27.12.25"
秋田県,"能代市,",土地改良,"数値図化,水準測量","1000,,３級","3KM2,7.36km","秋田県能代市 
助言　　　H27.9.10  B0137","株式会社ナカノアイシス
テム","H27.8.7 
H28.2.29"
秋田県,"大仙市,",砂防計画,"数値図化,写真地図作成(デジタルオルソ)","2500,,2500","22.8KM2,76.5KM2","秋田県仙北地域振興局 
助言　　　H27.9.10  B0138",アジア航測株式会社,"H27.6.1 
H27.11.30"
秋田県,"能代市,",道路計画,"基準点測量,水準測量","２級,,３級","6point,8.6km","東北地方整備局能代河川国道
事務所 
助言　　　H27.9.14  B0140",柴田工事調査株式会社,"H27.8.28 
H27.12.18"
秋田県,"大館市,",河川計画,"基準点測量,基準点測量","２級,,４級","8point,111point","秋田県北秋田地域振興局 
助言　　　H27.9.16  B0145","南部測量株式会社 
有限会社北一","H27.8.21 
H27.12.22"
秋田県,"仙北市,",砂防計画,"数値撮影(デジタル),同時調整,数値図化,写真地図作成(デジタルオルソ)","20,,2500,,2500,,2500","15.18KM2,15.18KM2,26.49KM2,72KM2","秋田県仙北地域振興局 
助言　　　H27.9.17  B0146",株式会社パスコ,"H27.7.6 
H28.3.16"
秋田県,"鹿角市,",道路計画,数値図化,1000,0.65KM2,"秋田県鹿角地域振興局 
助言　　　H27.9.30  B0153",柴田工事調査株式会社,"H27.7.17 
H27.12.18"
秋田県,"大仙市,",河川計画,基準点測量,４級,93point,"東北地方整備局湯沢河川国道
事務所 
助言　　　H27.10.21  B0186","東京コンサルタンツ株式
会社","H27.10.19 
H28.2.28"
秋田県,"秋田市,",その他,"基準点測量,基準点測量","３級,,４級","2point,296point","法務省秋田地方法務局 
助言　　　H27.10.21  B0187","株式会社測地コンサルタ
ント","H27.10.30 
H28.1.29"
秋田県,"大仙市,",道路計画,"基準点測量,基準点測量,路線測量,現地測量(数値地形図作成)","２級,,４級,,,,1000","3point,28point,0.62km,0.056KM2","秋田県仙北地域振興局 
助言　　　H27.10.23  B0189","株式会社秋田総合建設
センター","H27.10.5 
H28.1.29"
秋田県,"大仙市,",砂防計画,"数値図化,写真地図作成(デジタルオルソ)","2500,,2500","28.5KM2,150.8KM2","秋田県仙北地域振興局 
助言　　　H27.10.28  B0191","株式会社ナカノアイシス
テム","H27.9.18 
H28.3.25"
秋田県,"大館市,",道路計画,"基準点測量,基準点測量,水準測量","２級,,４級,,４級","5point,23point,6km","東北地方整備局能代河川国道
事務所 
助言　　　H27.10.27  B0192",東邦技術株式会社,"H27.9.18 
H27.12.15"
秋田県,"大館市,",道路管理,MMS計測,500,50.7km,"秋田県大館市 
助言　　　H27.11.10  B0212",株式会社パスコ,"H27.11.9 
H28.3.4"
秋田県,"男鹿市,",道路計画,基準点測量,２級,7point,"秋田県秋田地域振興局 
助言　　　H27.11.11  B0214","株式会社測地コンサルタ
ント","H27.10.23 
H28.3.22"
秋田県,"北秋田市,",砂防計画,"数値図化,写真地図作成(デジタルオルソ)","2500,,2500","6.56KM2,16.5KM2","秋田県北秋田地域振興局 
助言　　　H27.11.11  B0216","株式会社中庭測量コン
サルタント","H27.10.23 
H28.3.10"
秋田県,"由利本荘市,",砂防計画,"数値図化,写真地図作成(デジタルオルソ)","2500,,2500","43.4KM2,75KM2","秋田県由利地域振興局 
助言　　　H27.11.17  B0220",アジア航測株式会社,"H27.6.15 
H27.12.25"
秋田県,"上小阿仁村,北秋田市,大館市,",砂防計画,"数値図化,写真地図作成(デジタルオルソ)","2500,,2500","12.23KM2,51KM2","秋田県北秋田地域振興局 
助言　　　H27.11.24  B0228",国際航業株式会社,"H27.7.3 
H28.3.10"
秋田県,"鹿角市,小坂町,",砂防計画,"数値図化,写真地図作成(デジタルオルソ)","2500,,2500","6KM2,28.5KM2","秋田県鹿角地域振興局 
助言　　　H27.12.9  B0239",国際航業株式会社,"H27.7.3 
H28.2.26"
秋田県,"能代市,藤里町,三種町,",砂防計画,"数値図化,写真地図作成(デジタルオルソ)","2500,,2500","21.51KM2,109.5KM2","秋田県山本地域振興局 
助言　　　H27.12.9  B0240",国際航業株式会社,"H27.6.11 
H27.12.11"
秋田県,"にかほ市,由利本荘市,",砂防計画,"数値図化,写真地図作成(デジタルオルソ),地形図等成果の座標補正","2500,,2500,,2500","26.5KM2,105KM2,30.6KM2","秋田県由利地域振興局 
助言　　　H28.2.10  B0292",アジア航測株式会社,"H27.11.2 
H28.3.25"
秋田県,"仙北市,",砂防計画,基準点測量,３級,6point,"東北地方整備局湯沢河川国道
事務所 
助言　　　H28.2.10  B0293","株式会社佐藤土木測量
設計事務所","H27.8.3 
H28.2.25"
秋田県,"秋田市,",基準点管理,"復旧測量(基準点),復旧測量(基準点)","２級,,３級","1point,2point","秋田県秋田市 
助言　　　H28.2.23  B0301",有限会社パブリック,"H28.2.17 
H28.3.29"
秋田県,"由利本荘市,",道路計画,"数値撮影(デジタル),数値図化(同時調整含む)","16,,1000","23KM2,2.1KM2","秋田県由利地域振興局 
助言　　　H28.3.11  B0317",株式会社パスコ,"H28.2.23 
H28.3.31"
山形県,"南陽市,高畠町,",道路計画,"基準点測量,水準測量","２級,,３級","7point,6.7km","東日本高速道路株式会社東北
支社山形工事事務所 
助言　　　H27.4.27  B0007",第一航業株式会社,"H27.2.24 
H27.11.20"
山形県,"山形市,",都市計画,"数値図化,地形図等成果の座標補正","2500,,2500","159.9KM2,381.58KM2","山形県山形市 
助言　　　H27.5.20  B0015",株式会社パスコ,"H27.5.13 
H28.1.29"
山形県,"鶴岡市,",環境調査,数値撮影(デジタル),25,43KM2,"東北地方整備局月山ダム管理
所 
助言　　　H27.5.21  B0016","応用地質株式会社 
朝日航洋株式会社","H27.4.1 
H28.3.10"
山形県,"山形市,",基準点管理,基準点測量,３級,1point,"山形県山形市 
助言　　　H27.5.28  B0022","株式会社田村測量設計
事務所","H27.5.25 
H27.7.10"
山形県,"大蔵村,",その他,航空レーザ測量,500,56.34KM2,"山形県企業局 
助言　　　H27.6.1  B0029",朝日航洋株式会社,"H27.5.14 
H27.9.30"
山形県,"山形市,",土地区画整理,"基準点測量,基準点測量","３級,,４級","1point,58point","山形県山形市 
助言　　　H27.6.16  B0038","株式会社田村測量設計
事務所","H27.5.15 
H28.3.25"
山形県,"小国町,",その他,航空レーザ測量,1000,6.21KM2,"山形県置賜総合支庁 
助言　　　H27.6.23  B0039",朝日航洋株式会社,"H27.6.1 
H27.9.10"
山形県,"尾花沢市,",文化財調査,航空レーザ測量,500,1.8KM2,"山形県尾花沢市 
助言　　　H27.6.23  B0040",朝日航洋株式会社,"H27.5.21 
H28.3.31"
山形県,"真室川町,",その他,"数値撮影(デジタル),同時調整,既成図数値化,数値図化,数値図化,写真地図作成(デジタルオルソ)","13,,1000,,1000,,2500,,5000,,1000","374.22KM2,374.22KM2,9.64KM2,4KM2,13.5KM2,111.19KM2","山形県真室川町 
助言　　　H27.7.7  B0055",国際航業株式会社,"H27.6.15 
H29.2.27"
山形県,"川西町,",道路計画,"基準点測量,基準点測量,現地測量(数値地形図作成),路線測量","２級,,４級,,500,,","3point,15point,0.07KM2,0.7km","山形県置賜総合支庁 
助言　　　H27.7.13  B0063",株式会社ケンコン,"H27.6.10 
H27.10.30"
山形県,"村山市,",道路計画,"基準点測量,基準点測量,水準測量","２級,,３級,,３級","3point,10point,3.2km","山形県村山市 
助言　　　H27.7.13  B0064","株式会社三和技術コン
サルタント","H27.7.1 
H27.12.22"
山形県,"大石田町,",道路計画,"基準点測量,復旧測量(基準点)","改測,,座標補正３級","4point,4point","山形県村山総合支庁建設部 
助言　　　H27.7.21  B0068",株式会社菅野測量設計,"H27.7.21 
H27.9.30"
山形県,"新庄市,",道路計画,"基準点測量,水準測量","４級,,３級","17point,3.579km","山形県 
助言　　　H27.7.21  B0070","株式会社双葉建設コン
サルタント","H27.7.13 
H27.10.16"
山形県,"天童市,",道路計画,基準点測量,２級,2point,"山形県天童市 
助言　　　H27.7.22  B0072","三協コンサルタント株式
会社","H27.7.27 
H27.11.30"
山形県,"酒田市,",土地区画整理,基準点測量,２級,2point,"山形県酒田市 
助言　　　H27.7.24  B0076",株式会社大和エンジニア,"H27.7.27 
H28.1.15"
山形県,"尾花沢市,",道路計画,"数値撮影(デジタル),同時調整,数値図化","14,,2500,,2500","8.8KM2,8.8KM2,1.8KM2","山形県村山総合支庁 
助言　　　H27.8.3  B0079","株式会社エイト日本技術
開発","H27.7.22 
H27.10.30"
山形県,"村山市,",その他,"数値撮影(デジタル),数値図化(同時調整含む),航空レーザ測量","15,,1000,,1000","1.3KM2,1.3KM2,1.3KM2","山形県村山市 
助言　　　H27.8.6  B0089","株式会社ナカノアイシス
テム","H27.7.17 
H27.11.10"
山形県,"大石田町,尾花沢市,東根市,村山市,",道路計画,復旧測量(基準点),座標補正２級,39point,"東北地方整備局山形河川国道
事務所 
助言　　　H27.8.18  B0099",大和工営株式会社,"H27.8.10 
H27.9.18"
山形県,"小国町,",砂防計画,基準点測量,２級,2point,"北陸地方整備局飯豊山系砂防
事務所 
助言　　　H27.8.19  B0106",北斗測量調査株式会社,"H27.8.17 
H27.12.18"
